NCBI Accession,type,proportion,number of bp
NZ_CP018842.1,prokaryote,8.33E-06,166.5535396
NZ_CP018845.1,prokaryote,1.05E-05,209.8683071
NZ_CP018846.1,prokaryote,8.06E-06,161.203907
NZ_CP018847.1,prokaryote,5.56E-07,11.11836092
NZ_CP018850.1,prokaryote,5.30E-07,10.60065453
NZ_CP018854.1,prokaryote,5.10E-07,10.20621157
NZ_CP018858.1,prokaryote,5.57E-07,11.1430136
NZ_CP018866.1,prokaryote,3.84E-05,767.4134302
NZ_CP018870.1,prokaryote,4.87E-06,97.40275829
NZ_CP018871.1,prokaryote,1.18E-05,235.9261951
NZ_CP018874.1,prokaryote,1.83E-05,366.5607727
NZ_CP018888.1,prokaryote,1.01E-05,201.8315318
NZ_CP018889.1,prokaryote,1.61E-05,322.087329
NZ_CP018900.1,prokaryote,1.85E-06,37.07763818
NZ_CP018903.1,prokaryote,2.86E-06,57.26818717
NZ_CP018906.1,prokaryote,1.35E-05,270.8837024
NZ_CP018908.1,prokaryote,2.60E-06,52.04181796
NZ_CP018912.1,prokaryote,1.69E-05,338.6292806
NZ_CP018913.1,prokaryote,2.19E-06,43.75851581
NZ_CP018914.1,prokaryote,2.42E-06,48.31926253
NZ_CP018915.1,prokaryote,2.73E-06,54.60569719
NZ_CP018917.1,prokaryote,5.24E-06,104.8478691
NZ_CP018919.1,prokaryote,3.67E-06,73.39104313
NZ_CP018923.1,prokaryote,1.92E-06,38.45818854
NZ_CP018924.1,prokaryote,3.30E-06,66.09384838
NZ_CP018925.1,prokaryote,3.19E-06,63.87510674
NZ_CP018926.1,prokaryote,4.17E-06,83.49864397
NZ_CP018927.1,prokaryote,5.10E-06,101.9388523
NZ_CP018928.1,prokaryote,2.39E-06,47.8755142
NZ_CP018929.1,prokaryote,2.31E-06,46.14982625
NZ_CP018930.1,prokaryote,3.88E-06,77.65595763
NZ_CP018931.1,prokaryote,5.05E-06,101.0513557
NZ_CP018933.1,prokaryote,5.00E-06,99.94198484
NZ_CP018935.1,prokaryote,5.28E-06,105.5874497
NZ_CP018948.1,prokaryote,4.57E-07,9.146146121
NZ_CP018953.1,prokaryote,3.07E-07,6.138518556
NZ_CP018957.1,prokaryote,8.31E-07,16.61590966
NZ_CP018962.1,prokaryote,3.40E-07,6.80414105
NZ_CP018965.1,prokaryote,4.06E-07,8.110733353
NZ_CP018970.1,prokaryote,1.85E-06,37.0529855
NZ_CP018976.1,prokaryote,7.25E-07,14.49577876
NZ_CP018979.1,prokaryote,4.08E-07,8.160038722
NZ_CP018983.1,prokaryote,3.14E-07,6.286434665
NZ_CP018991.1,prokaryote,7.31E-07,14.61904218
NZ_CP018995.1,prokaryote,3.32E-07,6.631572255
NZ_CP019000.1,prokaryote,3.19E-07,6.385045405
NZ_CP019005.1,prokaryote,3.29E-07,6.582266885
NZ_CP019008.1,prokaryote,4.50E-07,8.998230011
NZ_CP019012.1,prokaryote,2.56E-07,5.127758472
NZ_CP019015.1,prokaryote,3.66E-07,7.321847434
NZ_CP019020.1,prokaryote,5.76E-07,11.51280388
NZ_CP019029.1,prokaryote,5.94E-07,11.88259415
NZ_CP019030.1,prokaryote,2.13E-06,42.6244923
NZ_CP019034.1,prokaryote,3.56E-06,71.22160686
NZ_CP019035.1,prokaryote,4.76E-07,9.515936395
NZ_CP019038.1,prokaryote,1.12E-05,224.0682536
NZ_CP019040.1,prokaryote,2.21E-06,44.15295877
NZ_CP019041.1,prokaryote,1.84E-05,367.867365
NZ_CP019044.1,prokaryote,1.00E-05,200.5495922
NZ_CP019046.1,prokaryote,1.43E-05,286.8832949
NZ_CP019047.1,prokaryote,5.31E-07,10.62530722
NZ_CP019058.1,prokaryote,9.97E-06,199.4402213
NZ_CP019061.1,prokaryote,9.08E-06,181.6656355
NZ_CP019067.1,prokaryote,3.79E-06,75.75770089
NZ_CP019070.1,prokaryote,4.13E-05,826.7524429
NZ_CP019082.1,prokaryote,9.40E-06,187.9027648
NZ_CP019113.1,prokaryote,9.95E-06,199.0950838
NZ_CP019116.1,prokaryote,2.30E-06,45.95260477
NZ_CP019117.1,prokaryote,1.36E-06,27.26586957
NZ_CP019118.1,prokaryote,5.28E-06,105.6860604
NZ_CP019119.1,prokaryote,3.06E-06,61.23726945
NZ_CP019120.1,prokaryote,1.56E-06,31.18564648
NZ_CP019154.1,prokaryote,3.97E-06,79.40629826
NZ_CP019155.1,prokaryote,1.12E-06,22.48324869
NZ_CP019158.1,prokaryote,3.95E-05,790.3157745
NZ_CP019160.1,prokaryote,9.02E-07,18.04576539
NZ_CP019162.1,prokaryote,1.44E-05,288.7075936
NZ_CP019163.1,prokaryote,2.28E-06,45.53350913
NZ_CP019164.1,prokaryote,5.82E-07,11.6360673
NZ_CP019165.1,prokaryote,6.53E-07,13.06592303
NZ_CP019167.1,prokaryote,7.37E-07,14.74230561
NZ_CP019169.1,prokaryote,7.08E-06,141.6296751
NZ_CP019170.1,prokaryote,6.18E-07,12.35099517
NZ_CP019172.1,prokaryote,2.12E-07,4.240261813
NZ_CP019176.1,prokaryote,1.32E-07,2.637837291
NZ_CP019177.1,prokaryote,1.09E-06,21.86693156
NZ_CP019178.1,prokaryote,6.52E-07,13.04127034
NZ_CP019179.1,prokaryote,5.16E-07,10.329475
NZ_CP019181.1,prokaryote,8.51E-07,17.01035262
NZ_CP019183.1,prokaryote,1.11E-06,22.11345841
NZ_CP019184.1,prokaryote,6.62E-07,13.23849182
NZ_CP019185.1,prokaryote,5.32E-07,10.6499599
NZ_CP019192.1,prokaryote,8.07E-07,16.14750865
NZ_CP019196.1,prokaryote,3.56E-07,7.124625954
NZ_CP019198.1,prokaryote,9.29E-07,18.58812446
NZ_CP019204.1,prokaryote,2.27E-07,4.536094033
NZ_CP019206.1,prokaryote,2.60E-07,5.201716527
NZ_CP019208.1,prokaryote,1.81E-06,36.19014152
NZ_CP019213.1,prokaryote,4.07E-07,8.135386038
NZ_CP019219.1,prokaryote,7.41E-07,14.81626366
NZ_CP019221.1,prokaryote,1.01E-06,20.14124361
NZ_CP019229.1,prokaryote,3.02E-06,60.47303621
NZ_CP019230.1,prokaryote,7.15E-06,143.0348782
NZ_CP019236.1,prokaryote,7.74E-06,154.8928196
NZ_CP019239.1,prokaryote,9.59E-06,191.8471944
NZ_CP019240.1,prokaryote,1.04E-05,208.7342836
NZ_CP019285.1,prokaryote,5.90E-06,118.0617083
NZ_CP019293.1,prokaryote,2.74E-06,54.85222404
NZ_CP019294.1,prokaryote,2.47E-06,49.33002261
NZ_CP019300.1,prokaryote,8.58E-06,171.5826873
NZ_CP019301.1,prokaryote,3.57E-06,71.44348102
NZ_CP019302.1,prokaryote,7.75E-06,155.016083
NZ_CP019303.1,prokaryote,2.09E-06,41.88491175
NZ_CP019304.1,prokaryote,7.84E-06,156.7171183
NZ_CP019305.1,prokaryote,3.92E-06,78.42019086
NZ_CP019307.1,prokaryote,1.75E-06,34.93285459
NZ_CP019312.1,prokaryote,6.74E-06,134.7269233
NZ_CP019322.1,prokaryote,1.01E-05,202.1027113
NZ_CP019323.1,prokaryote,2.29E-05,458.6878564
NZ_CP019325.1,prokaryote,1.14E-05,228.8262218
NZ_CP019326.1,prokaryote,6.31E-06,126.2463997
NZ_CP019327.1,prokaryote,4.31E-06,86.235092
NZ_CP019338.1,prokaryote,7.22E-07,14.44647339
NZ_CP019342.1,prokaryote,2.30E-05,459.8711853
NZ_CP019343.1,prokaryote,1.69E-05,337.7910894
NZ_CP019346.1,prokaryote,9.24E-07,18.48951372
NZ_CP019347.1,prokaryote,1.30E-06,26.08254069
NZ_CP019352.1,prokaryote,3.00E-05,600.2682261
NZ_CP019383.1,prokaryote,3.01E-07,6.015255131
NZ_CP019388.1,prokaryote,2.22E-05,443.4278444
NZ_CP019389.1,prokaryote,3.85E-05,769.854046
NZ_CP019390.1,prokaryote,1.77E-06,35.42590829
NZ_CP019391.1,prokaryote,1.07E-06,21.44783592
NZ_CP019400.1,prokaryote,1.86E-06,37.12694355
NZ_CP019401.1,prokaryote,1.21E-05,241.177217
NZ_CP019403.1,prokaryote,8.02E-07,16.04889791
NZ_CP019404.1,prokaryote,3.22E-07,6.434350775
NZ_CP019405.1,prokaryote,1.09E-06,21.71901545
NZ_CP019406.1,prokaryote,3.43E-07,6.853446419
NZ_CP019407.1,prokaryote,6.46E-07,12.91800692
NZ_CP019408.1,prokaryote,4.72E-07,9.44197834
NZ_CP019409.1,prokaryote,1.42E-06,28.32593502
NZ_CP019410.1,prokaryote,1.47E-06,29.3366951
NZ_CP019411.1,prokaryote,8.94E-07,17.8731966
NZ_CP019412.1,prokaryote,4.51E-07,9.022882696
NZ_CP019413.1,prokaryote,2.66E-06,53.20049415
NZ_CP019414.1,prokaryote,9.70E-07,19.40166307
NZ_CP019415.1,prokaryote,3.60E-07,7.198584009
NZ_CP019416.1,prokaryote,2.10E-07,4.190956444
NZ_CP019417.1,prokaryote,8.91E-07,17.82389123
NZ_CP019418.1,prokaryote,2.12E-07,4.240261813
NZ_CP019419.1,prokaryote,4.69E-05,938.7742434
NZ_CP019430.1,prokaryote,9.69E-06,193.7947565
NZ_CP019433.1,prokaryote,1.68E-05,336.6077605
NZ_CP019437.1,prokaryote,6.17E-06,123.4359936
NZ_CP019442.1,prokaryote,3.06E-07,6.113865871
NZ_CP019445.1,prokaryote,1.24E-05,247.3650409
NZ_CP019449.1,prokaryote,6.63E-06,132.6560978
NZ_CP019450.1,prokaryote,9.53E-06,190.6885182
NZ_CP019457.1,prokaryote,4.59E-06,91.8065988
NZ_CP019458.1,prokaryote,4.27E-06,85.37224802
NZ_CP019485.1,prokaryote,6.75E-07,13.50967136
NZ_CP019488.1,prokaryote,8.65E-07,17.30618484
NZ_CP019508.1,prokaryote,4.47E-06,89.41528836
NZ_CP019509.1,prokaryote,1.02E-05,203.7051358
NZ_CP019510.1,prokaryote,1.13E-05,226.4349114
NZ_CP019511.1,prokaryote,5.19E-06,103.7384983
NZ_CP019512.1,prokaryote,7.88E-06,157.5799623
NZ_CP019558.1,prokaryote,6.36E-07,12.72078544
NZ_CP019560.1,prokaryote,3.98E-07,7.962817243
NZ_CP019562.1,prokaryote,7.30E-06,145.9685477
NZ_CP019563.1,prokaryote,7.84E-07,15.67910764
NZ_CP019572.1,prokaryote,6.19E-06,123.7564785
NZ_CP019573.1,prokaryote,1.92E-05,384.6311908
NZ_CP019574.1,prokaryote,8.26E-07,16.51729892
NZ_CP019584.1,prokaryote,1.10E-06,22.06415304
NZ_CP019587.1,prokaryote,2.02E-07,4.043040334
NZ_CP019588.1,prokaryote,2.78E-06,55.5671519
NZ_CP019590.1,prokaryote,4.47E-07,8.948924641
NZ_CP019591.1,prokaryote,1.05E-06,20.9794349
NZ_CP019592.1,prokaryote,1.16E-06,23.2721346
NZ_CP019593.1,prokaryote,9.85E-07,19.69749528
NZ_CP019594.1,prokaryote,9.54E-07,19.08117816
NZ_CP019595.1,prokaryote,2.08E-06,41.51512148
NZ_CP019596.1,prokaryote,1.55E-06,31.03773037
NZ_CP019602.1,prokaryote,5.84E-06,116.7304633
NZ_CP019605.1,prokaryote,3.24E-06,64.78725608
NZ_CP019606.1,prokaryote,4.07E-06,81.42781843
NZ_CP019607.1,prokaryote,3.85E-06,77.08894588
NZ_CP019609.1,prokaryote,1.78E-05,355.9601182
NZ_CP019614.1,prokaryote,1.32E-06,26.35372022
NZ_CP019615.1,prokaryote,1.53E-06,30.64328741
NZ_CP019616.1,prokaryote,1.05E-06,20.93012953
NZ_CP019617.1,prokaryote,1.74E-06,34.85889654
NZ_CP019618.1,prokaryote,7.11E-07,14.22459922
NZ_CP019619.1,prokaryote,1.20E-06,24.08567321
NZ_CP019620.1,prokaryote,8.38E-07,16.76382577
NZ_CP019621.1,prokaryote,1.31E-06,26.25510948
NZ_CP019622.1,prokaryote,1.15E-06,23.05026044
NZ_CP019623.1,prokaryote,1.24E-06,24.89921181
NZ_CP019624.1,prokaryote,1.24E-06,24.89921181
NZ_CP019625.1,prokaryote,1.42E-06,28.44919845
NZ_CP019626.1,prokaryote,1.95E-06,39.09915835
NZ_CP019628.1,prokaryote,1.65E-05,330.3952839
NZ_CP019629.1,prokaryote,1.37E-07,2.736448031
NZ_CP019630.1,prokaryote,1.13E-05,226.1390792
NZ_CP019633.1,prokaryote,1.58E-05,316.4911695
NZ_CP019636.1,prokaryote,3.61E-05,722.0278372
NZ_CP019639.1,prokaryote,2.44E-06,48.88627428
NZ_CP019640.1,prokaryote,1.97E-05,394.8867077
NZ_CP019645.1,prokaryote,1.64E-05,327.3383509
NZ_CP019649.1,prokaryote,2.72E-07,5.448243377
NZ_CP019650.1,prokaryote,1.14E-05,228.7522638
NZ_CP019668.1,prokaryote,3.00E-06,59.90602446
NZ_CP019669.1,prokaryote,5.42E-07,10.84718138
NZ_CP019670.1,prokaryote,2.74E-06,54.72896062
NZ_CP019672.1,prokaryote,8.53E-07,17.05965799
NZ_CP019673.1,prokaryote,4.13E-07,8.258649462
NZ_CP019674.1,prokaryote,1.59E-06,31.70335286
NZ_CP019679.1,prokaryote,1.77E-07,3.549986635
NZ_CP019680.1,prokaryote,8.87E-08,1.774993317
NZ_CP019682.1,prokaryote,9.11E-06,182.1586892
NZ_CP019683.1,prokaryote,8.53E-06,170.670538
NZ_CP019684.1,prokaryote,9.10E-06,181.9861204
NZ_CP019685.1,prokaryote,1.02E-05,203.458609
NZ_CP019687.1,prokaryote,8.13E-06,162.6337627
NZ_CP019688.1,prokaryote,3.64E-06,72.87333675
NZ_CP019697.1,prokaryote,8.85E-06,177.0802361
NZ_CP019698.1,prokaryote,1.67E-05,333.6494383
NZ_CP019699.1,prokaryote,1.33E-05,266.840662
NZ_CP019701.1,prokaryote,7.17E-06,143.3307104
NZ_CP019702.1,prokaryote,5.31E-06,106.2530722
NZ_CP019704.1,prokaryote,3.78E-05,755.6787521
NZ_CP019705.1,prokaryote,3.86E-06,77.23686199
NZ_CP019706.1,prokaryote,1.17E-05,234.1265491
NZ_CP019721.1,prokaryote,1.46E-05,292.5780651
NZ_CP019722.1,prokaryote,1.52E-06,30.42141324
NZ_CP019724.1,prokaryote,5.02E-06,100.3610805
NZ_CP019725.1,prokaryote,1.46E-06,29.23808437
NZ_CP019728.1,prokaryote,1.88E-05,376.5451101
NZ_CP019730.1,prokaryote,2.11E-06,42.20539666
NZ_CP019732.1,prokaryote,2.01E-06,40.10991843
NZ_CP019734.1,prokaryote,2.65E-06,52.97861998
NZ_CP019743.1,prokaryote,2.71E-06,54.21125423
NZ_CP019750.1,prokaryote,2.92E-06,58.40221068
NZ_CP019767.1,prokaryote,3.50E-06,70.03827798
NZ_CP019768.1,prokaryote,2.48E-07,4.955189677
NZ_CP019769.1,prokaryote,2.28E-07,4.560746718
NZ_CP019777.1,prokaryote,6.10E-07,12.20307906
NZ_CP019778.1,prokaryote,4.84E-07,9.68850519
NZ_CP019779.1,prokaryote,4.51E-06,90.22882696
NZ_CP019780.1,prokaryote,5.65E-06,113.0079079
NZ_CP019781.1,prokaryote,1.22E-05,244.2588026
NZ_CP019786.1,prokaryote,6.13E-06,122.6964131
NZ_CP019787.1,prokaryote,7.06E-06,141.1119687
NZ_CP019788.1,prokaryote,7.07E-06,141.3091902
NZ_CP019792.1,prokaryote,4.14E-06,82.73441073
NZ_CP019794.1,prokaryote,8.20E-06,164.0143131
NZ_CP019798.1,prokaryote,5.60E-06,112.0957585
NZ_CP019799.1,prokaryote,2.14E-05,427.7487368
NZ_CP019839.1,prokaryote,3.01E-06,60.17720399
NZ_CP019844.1,prokaryote,3.69E-06,73.71152804
NZ_CP019856.1,prokaryote,8.30E-06,165.9125698
NZ_CP019865.1,prokaryote,4.53E-06,90.52465918
NZ_CP019866.1,prokaryote,3.79E-06,75.70839552
NZ_CP019867.1,prokaryote,1.73E-06,34.61236969
NZ_CP019868.1,prokaryote,1.72E-06,34.36584284
NZ_CP019870.1,prokaryote,7.28E-06,145.5247993
NZ_CP019871.1,prokaryote,8.57E-06,171.4347712
NZ_CP019875.1,prokaryote,8.28E-06,165.5674322
NZ_CP019882.1,prokaryote,7.79E-06,155.7063582
NZ_CP019893.1,prokaryote,5.43E-06,108.5211192
NZ_CP019894.1,prokaryote,4.52E-06,90.47535381
NZ_CP019903.1,prokaryote,5.72E-07,11.43884582
NZ_CP019913.2,prokaryote,8.47E-06,169.4625564
NZ_CP019915.1,prokaryote,1.18E-05,236.3945961
NZ_CP019916.1,prokaryote,3.49E-06,69.81640381
NZ_CP019935.1,prokaryote,1.59E-06,31.85126897
NZ_CP019936.1,prokaryote,1.02E-05,204.6172852
NZ_CP019937.1,prokaryote,4.52E-06,90.40139576
NZ_CP019944.1,prokaryote,1.36E-06,27.26586957
NZ_CP019945.1,prokaryote,9.96E-07,19.91936945
NZ_CP019946.1,prokaryote,1.60E-06,32.07314314
NZ_CP019947.1,prokaryote,7.95E-06,158.93586
NZ_CP019948.1,prokaryote,1.03E-05,206.663458
NZ_CP019952.1,prokaryote,5.92E-06,118.3328878
NZ_CP019957.1,prokaryote,3.94E-08,0.788885919
NZ_CP019958.1,prokaryote,5.97E-06,119.4669113
NZ_CP019959.1,prokaryote,7.88E-06,157.604615
NZ_CP019960.1,prokaryote,4.10E-06,82.06878824
NZ_CP019962.1,prokaryote,3.02E-05,604.582446
NZ_CP019963.1,prokaryote,4.28E-06,85.69273293
NZ_CP019964.1,prokaryote,6.07E-06,121.3898208
NZ_CP019965.1,prokaryote,1.30E-06,25.93462458
NZ_CP019968.1,prokaryote,1.43E-06,28.54780919
NZ_CP019969.1,prokaryote,1.48E-06,29.60787464
NZ_CP019970.1,prokaryote,3.97E-06,79.43095095
NZ_CP019977.1,prokaryote,2.84E-06,56.70117541
NZ_CP019978.1,prokaryote,2.42E-06,48.46717864
NZ_CP019979.1,prokaryote,1.65E-06,32.96063979
NZ_CP019985.1,prokaryote,1.99E-05,398.0915568
NZ_CP019986.1,prokaryote,9.51E-06,190.2447699
NZ_CP019988.1,prokaryote,1.79E-06,35.8943093
NZ_CP019992.1,prokaryote,1.38E-06,27.56170179
NZ_CP019999.1,prokaryote,1.51E-06,30.29814982
NZ_CP020000.1,prokaryote,2.62E-05,523.7216393
NZ_CP020002.1,prokaryote,1.30E-05,260.7761015
NZ_CP020006.1,prokaryote,2.26E-06,45.16371885
NZ_CP020007.1,prokaryote,2.31E-06,46.24843699
NZ_CP020008.1,prokaryote,4.04E-06,80.88545936
NZ_CP020009.1,prokaryote,4.09E-06,81.87156676
NZ_CP020010.1,prokaryote,2.32E-06,46.42100578
NZ_CP020011.1,prokaryote,2.44E-06,48.71370549
NZ_CP020012.1,prokaryote,2.41E-06,48.17134642
NZ_CP020013.1,prokaryote,2.44E-06,48.86162159
NZ_CP020014.1,prokaryote,2.78E-06,55.5671519
NZ_CP020015.1,prokaryote,1.51E-05,301.6749059
NZ_CP020017.1,prokaryote,1.31E-05,261.7622089
NZ_CP020019.1,prokaryote,9.66E-07,19.32770501
NZ_CP020020.1,prokaryote,1.24E-06,24.80060107
NZ_CP020025.1,prokaryote,6.82E-07,13.63293478
NZ_CP020027.1,prokaryote,1.15E-06,22.90234433
NZ_CP020028.1,prokaryote,2.53E-05,506.8838555
NZ_CP020029.1,prokaryote,2.98E-06,59.56088687
NZ_CP020030.1,prokaryote,6.64E-06,132.8040139
NZ_CP020038.1,prokaryote,4.02E-05,804.5157211
NZ_CP020039.1,prokaryote,4.73E-06,94.51839414
NZ_CP020045.1,prokaryote,1.48E-06,29.53391658
NZ_CP020046.1,prokaryote,5.10E-06,101.9141996
NZ_CP020048.1,prokaryote,5.68E-07,11.36488777
NZ_CP020052.1,prokaryote,5.12E-06,102.4565587
NZ_CP020053.1,prokaryote,2.59E-06,51.86924916
NZ_CP020055.1,prokaryote,3.81E-07,7.617679653
NZ_CP020058.1,prokaryote,3.64E-07,7.272542064
NZ_CP020061.1,prokaryote,8.04E-07,16.0735506
NZ_CP020067.1,prokaryote,2.76E-07,5.522201432
NZ_CP020071.1,prokaryote,1.94E-07,3.870471539
NZ_CP020076.1,prokaryote,3.31E-06,66.29106986
NZ_CP020077.1,prokaryote,2.65E-06,52.92931461
NZ_CP020082.1,prokaryote,1.16E-06,23.22282923
NZ_CP020085.1,prokaryote,8.89E-06,177.7458586
NZ_CP020092.1,prokaryote,5.58E-07,11.16766629
NZ_CP020100.1,prokaryote,8.71E-06,174.2944827
NZ_CP020102.1,prokaryote,2.38E-06,47.50572392
NZ_CP020104.1,prokaryote,4.11E-05,821.8219059
NZ_CP020105.1,prokaryote,2.80E-05,559.9857389
NZ_CP020106.1,prokaryote,5.60E-07,11.19231897
NZ_CP020107.1,prokaryote,1.99E-06,39.8387389
NZ_CP020108.1,prokaryote,3.14E-07,6.286434665
NZ_CP020116.1,prokaryote,3.03E-07,6.064560501
NZ_CP020121.1,prokaryote,1.19E-05,237.2327874
NZ_CP020327.1,prokaryote,8.18E-06,163.6938281
NZ_CP020330.1,prokaryote,9.31E-06,186.1031188
NZ_CP020345.1,prokaryote,2.93E-06,58.55012679
NZ_CP020350.1,prokaryote,8.58E-06,171.6319927
NZ_CP020351.1,prokaryote,6.13E-06,122.5978023
NZ_CP020352.1,prokaryote,8.57E-06,171.3115078
NZ_CP020356.1,prokaryote,2.39E-07,4.782620883
NZ_CP020358.1,prokaryote,3.95E-06,79.0118553
NZ_CP020360.1,prokaryote,4.99E-06,99.86802678
NZ_CP020361.1,prokaryote,5.15E-06,102.9496124
NZ_CP020362.1,prokaryote,5.27E-06,105.3162702
NZ_CP020363.1,prokaryote,5.03E-06,100.63226
NZ_CP020364.1,prokaryote,5.20E-06,104.0836359
NZ_CP020367.1,prokaryote,4.82E-06,96.34269283
NZ_CP020368.1,prokaryote,3.20E-07,6.40969809
NZ_CP020375.1,prokaryote,1.15E-06,23.00095507
NZ_CP020381.2,prokaryote,7.03E-08,1.405203043
NZ_CP020382.1,prokaryote,1.04E-05,208.9561577
NZ_CP020384.1,prokaryote,5.05E-06,100.9773976
NZ_CP020400.2,prokaryote,6.64E-06,132.7547085
NZ_CP020401.2,prokaryote,1.09E-06,21.74366814
NZ_CP020402.2,prokaryote,8.64E-07,17.28153216
NZ_CP020403.2,prokaryote,2.99E-06,59.8320664
NZ_CP020405.2,prokaryote,3.05E-06,60.91678454
NZ_CP020407.2,prokaryote,1.81E-07,3.623944689
NZ_CP020408.2,prokaryote,9.91E-07,19.82075871
NZ_CP020409.2,prokaryote,2.38E-05,476.4377896
NZ_CP020410.2,prokaryote,4.10E-06,82.01948287
NZ_CP020411.2,prokaryote,4.05E-06,80.91011205
NZ_CP020412.2,prokaryote,1.45E-05,289.7430064
NZ_CP020415.2,prokaryote,1.75E-06,35.00681265
NZ_CP020418.2,prokaryote,9.69E-07,19.37701038
NZ_CP020419.2,prokaryote,9.39E-07,18.78534594
NZ_CP020420.2,prokaryote,9.84E-07,19.6728426
NZ_CP020421.2,prokaryote,1.07E-06,21.4724886
NZ_CP020422.2,prokaryote,7.54E-07,15.0874432
NZ_CP020423.2,prokaryote,1.25E-06,25.02247524
NZ_CP020424.2,prokaryote,6.46E-06,129.1554165
NZ_CP020432.1,prokaryote,1.59E-06,31.75265823
NZ_CP020433.2,prokaryote,7.43E-06,148.680343
NZ_CP020437.2,prokaryote,2.74E-05,548.9413361
NZ_CP020448.2,prokaryote,5.89E-06,117.8398341
NZ_CP020450.2,prokaryote,7.77E-06,155.4598314
NZ_CP020451.2,prokaryote,5.19E-06,103.763151
NZ_CP020452.2,prokaryote,9.49E-06,189.8996323
NZ_CP020453.1,prokaryote,9.17E-06,183.3913234
NZ_CP020454.1,prokaryote,5.87E-06,117.4700438
NZ_CP020457.1,prokaryote,9.83E-06,196.6298153
NZ_CP020459.1,prokaryote,1.80E-06,36.04222541
NZ_CP020463.1,prokaryote,5.14E-06,102.7523909
NZ_CP020464.1,prokaryote,4.30E-06,86.03787052
NZ_CP020465.1,prokaryote,2.41E-05,481.9846437
NZ_CP020466.1,prokaryote,6.73E-06,134.6283126
NZ_CP020468.1,prokaryote,1.81E-06,36.14083615
NZ_CP020472.1,prokaryote,2.81E-05,561.7114269
NZ_CP020474.1,prokaryote,8.94E-06,178.731966
NZ_CP020478.1,prokaryote,1.36E-05,271.5246722
NZ_CP020492.1,prokaryote,8.68E-07,17.35549021
NZ_CP020535.1,prokaryote,3.09E-07,6.187823925
NZ_CP020536.1,prokaryote,3.25E-07,6.50830883
NZ_CP020537.1,prokaryote,3.24E-07,6.483656145
NZ_CP020538.1,prokaryote,4.59E-06,91.83125148
NZ_CP020543.1,prokaryote,2.47E-07,4.930536992
NZ_CP020554.1,prokaryote,6.14E-06,122.8689819
NZ_CP020555.1,prokaryote,4.42E-06,88.42918096
NZ_CP020557.1,prokaryote,9.74E-06,194.8301693
NZ_CP020559.1,prokaryote,2.20E-05,439.2861933
NZ_CP020562.1,prokaryote,1.15E-05,229.2699701
NZ_CP020563.1,prokaryote,6.01E-06,120.2804499
NZ_CP020564.1,prokaryote,8.53E-07,17.05965799
NZ_CP020567.1,prokaryote,6.24E-06,124.7179332
NZ_CP020569.1,prokaryote,8.05E-06,160.9327274
NZ_CP020570.1,prokaryote,5.32E-06,106.4749464
NZ_CP020574.1,prokaryote,6.67E-07,13.33710256
NZ_CP020578.1,prokaryote,8.33E-07,16.66521503
NZ_CP020579.1,prokaryote,9.91E-07,19.82075871
NZ_CP020581.1,prokaryote,7.79E-07,15.5804969
NZ_CP020584.1,prokaryote,7.35E-07,14.69300024
NZ_CP020586.1,prokaryote,8.58E-07,17.15826873
NZ_CP020588.1,prokaryote,1.29E-05,258.9764555
NZ_CP020590.1,prokaryote,1.25E-06,24.94851718
NZ_CP020591.1,prokaryote,7.47E-07,14.93952709
NZ_CP020592.1,prokaryote,8.07E-07,16.14750865
NZ_CP020595.1,prokaryote,2.79E-06,55.78902607
NZ_CP020597.1,prokaryote,2.49E-06,49.72446557
NZ_CP020598.1,prokaryote,2.25E-06,45.04045543
NZ_CP020603.1,prokaryote,6.72E-07,13.4357133
NZ_CP020604.1,prokaryote,2.99E-06,59.80741372
NZ_CP020612.1,prokaryote,4.58E-06,91.68333537
NZ_CP020614.1,prokaryote,1.38E-05,276.6031253
NZ_CP020615.1,prokaryote,1.03E-05,205.3815184
NZ_CP020616.1,prokaryote,3.35E-06,67.03065041
NZ_CP020619.1,prokaryote,4.43E-07,8.850313901
NZ_CP020657.1,prokaryote,6.17E-06,123.485299
NZ_CP020658.1,prokaryote,1.37E-06,27.31517494
NZ_CP020659.1,prokaryote,6.41E-07,12.81939618
NZ_CP020689.1,prokaryote,4.22E-07,8.431218257
NZ_CP020690.1,prokaryote,3.73E-07,7.469763544
NZ_CP020691.1,prokaryote,4.01E-07,8.012122613
NZ_CP020692.1,prokaryote,4.06E-07,8.110733353
NZ_CP020693.1,prokaryote,3.92E-07,7.839553818
NZ_CP020703.1,prokaryote,5.16E-07,10.329475
NZ_CP020704.1,prokaryote,5.31E-07,10.62530722
NZ_CP020705.1,prokaryote,1.84E-05,368.7055563
NZ_CP020710.1,prokaryote,3.77E-07,7.543721598
NZ_CP020711.1,prokaryote,3.81E-07,7.617679653
NZ_CP020712.1,prokaryote,3.45E-07,6.902751789
NZ_CP020715.1,prokaryote,3.19E-06,63.82580137
NZ_CP020722.1,prokaryote,1.67E-06,33.33043007
NZ_CP020723.1,prokaryote,8.91E-06,178.2882176
NZ_CP020731.1,prokaryote,4.59E-06,91.75729343
NZ_CP020737.1,prokaryote,4.33E-06,86.62953496
NZ_CP020738.1,prokaryote,2.91E-06,58.15568383
NZ_CP020739.1,prokaryote,5.67E-07,11.34023508
NZ_CP020741.1,prokaryote,1.78E-06,35.69708783
