NCBI Accession,type,proportion,number of bp
NZ_CP018903.1,prokaryote,1.43E-05,286.3409358
NZ_CP018906.1,prokaryote,6.77E-05,1354.418512
NZ_CP018908.1,prokaryote,1.30E-05,260.2090898
NZ_CP018912.1,prokaryote,8.47E-05,1693.146403
NZ_CP018913.1,prokaryote,1.09E-05,218.792579
NZ_CP018914.1,prokaryote,1.21E-05,241.5963126
NZ_CP018915.1,prokaryote,1.37E-05,273.028486
NZ_CP018917.1,prokaryote,2.62E-05,524.2393457
NZ_CP018919.1,prokaryote,1.83E-05,366.9552157
NZ_CP018923.1,prokaryote,9.61E-06,192.2909427
NZ_CP018924.1,prokaryote,1.65E-05,330.4692419
NZ_CP018925.1,prokaryote,1.60E-05,319.3755337
NZ_CP018926.1,prokaryote,2.09E-05,417.4932198
NZ_CP018927.1,prokaryote,2.55E-05,509.6942616
NZ_CP018928.1,prokaryote,1.20E-05,239.377571
NZ_CP018929.1,prokaryote,1.15E-05,230.7491312
NZ_CP018930.1,prokaryote,1.94E-05,388.2797882
NZ_CP018931.1,prokaryote,2.53E-05,505.2567783
NZ_CP018933.1,prokaryote,2.50E-05,499.7099242
NZ_CP018935.1,prokaryote,2.64E-05,527.9372485
NZ_CP018948.1,prokaryote,2.29E-06,45.7307306
NZ_CP018953.1,prokaryote,1.53E-06,30.69259278
NZ_CP018957.1,prokaryote,4.15E-06,83.07954832
NZ_CP018962.1,prokaryote,1.70E-06,34.02070525
NZ_CP018965.1,prokaryote,2.03E-06,40.55366676
NZ_CP018970.1,prokaryote,9.26E-06,185.2649275
NZ_CP018976.1,prokaryote,3.62E-06,72.47889379
NZ_CP018979.1,prokaryote,2.04E-06,40.80019361
NZ_CP018983.1,prokaryote,1.57E-06,31.43217333
NZ_CP018991.1,prokaryote,3.65E-06,73.09521091
NZ_CP018995.1,prokaryote,1.66E-06,33.15786127
NZ_CP019000.1,prokaryote,1.60E-06,31.92522703
NZ_CP019005.1,prokaryote,1.65E-06,32.91133442
NZ_CP019008.1,prokaryote,2.25E-06,44.99115006
NZ_CP019012.1,prokaryote,1.28E-06,25.63879236
NZ_CP019015.1,prokaryote,1.83E-06,36.60923717
NZ_CP019020.1,prokaryote,2.88E-06,57.56401939
NZ_CP019029.1,prokaryote,2.97E-06,59.41297076
NZ_CP019030.1,prokaryote,1.07E-05,213.1224615
NZ_CP019034.1,prokaryote,1.78E-05,356.1080343
NZ_CP019035.1,prokaryote,2.38E-06,47.57968198
NZ_CP019038.1,prokaryote,5.60E-05,1120.341268
NZ_CP019040.1,prokaryote,1.10E-05,220.7647938
NZ_CP019041.1,prokaryote,9.20E-05,1839.336825
NZ_CP019044.1,prokaryote,5.01E-05,1002.747961
NZ_CP019046.1,prokaryote,7.17E-05,1434.416475
NZ_CP019047.1,prokaryote,2.66E-06,53.12653609
NZ_CP019058.1,prokaryote,4.99E-05,997.2011067
NZ_CP019061.1,prokaryote,4.54E-05,908.3281774
NZ_CP019067.1,prokaryote,1.89E-05,378.7885044
NZ_CP019070.1,prokaryote,0.000206688,4133.762214
NZ_CP019082.1,prokaryote,4.70E-05,939.5138239
NZ_CP019113.1,prokaryote,4.98E-05,995.4754188
NZ_CP019116.1,prokaryote,1.15E-05,229.7630238
NZ_CP019117.1,prokaryote,6.82E-06,136.3293478
NZ_CP019118.1,prokaryote,2.64E-05,528.4303022
NZ_CP019119.1,prokaryote,1.53E-05,306.1863472
NZ_CP019120.1,prokaryote,7.80E-06,155.9282324
NZ_CP019154.1,prokaryote,1.99E-05,397.0314913
NZ_CP019155.1,prokaryote,5.62E-06,112.4162434
NZ_CP019158.1,prokaryote,0.000197579,3951.578873
NZ_CP019160.1,prokaryote,4.51E-06,90.22882696
NZ_CP019162.1,prokaryote,7.22E-05,1443.537968
NZ_CP019163.1,prokaryote,1.14E-05,227.6675456
NZ_CP019164.1,prokaryote,2.91E-06,58.18033651
NZ_CP019165.1,prokaryote,3.27E-06,65.32961515
NZ_CP019167.1,prokaryote,3.69E-06,73.71152804
NZ_CP019169.1,prokaryote,3.54E-05,708.1483755
NZ_CP019170.1,prokaryote,3.09E-06,61.75497583
NZ_CP019172.1,prokaryote,1.06E-06,21.20130907
NZ_CP019176.1,prokaryote,6.59E-07,13.18918645
NZ_CP019177.1,prokaryote,5.47E-06,109.3346578
NZ_CP019178.1,prokaryote,3.26E-06,65.20635172
NZ_CP019179.1,prokaryote,2.58E-06,51.647375
NZ_CP019181.1,prokaryote,4.25E-06,85.05176312
NZ_CP019183.1,prokaryote,5.53E-06,110.5672921
NZ_CP019184.1,prokaryote,3.31E-06,66.19245912
NZ_CP019185.1,prokaryote,2.66E-06,53.24979952
NZ_CP019192.1,prokaryote,4.04E-06,80.73754325
NZ_CP019196.1,prokaryote,1.78E-06,35.62312977
NZ_CP019198.1,prokaryote,4.65E-06,92.94062231
NZ_CP019204.1,prokaryote,1.13E-06,22.68047017
NZ_CP019206.1,prokaryote,1.30E-06,26.00858264
NZ_CP019208.1,prokaryote,9.05E-06,180.9507076
NZ_CP019213.1,prokaryote,2.03E-06,40.67693019
NZ_CP019219.1,prokaryote,3.70E-06,74.08131831
NZ_CP019221.1,prokaryote,5.04E-06,100.7062181
NZ_CP019229.1,prokaryote,1.51E-05,302.3651811
NZ_CP019230.1,prokaryote,3.58E-05,715.1743908
NZ_CP019236.1,prokaryote,3.87E-05,774.4640981
NZ_CP019239.1,prokaryote,4.80E-05,959.2359719
NZ_CP019240.1,prokaryote,5.22E-05,1043.671418
NZ_CP019285.1,prokaryote,2.95E-05,590.3085414
NZ_CP019293.1,prokaryote,1.37E-05,274.2611202
NZ_CP019294.1,prokaryote,1.23E-05,246.650113
NZ_CP019300.1,prokaryote,4.29E-05,857.9134367
NZ_CP019301.1,prokaryote,1.79E-05,357.2174051
NZ_CP019302.1,prokaryote,3.88E-05,775.0804152
NZ_CP019303.1,prokaryote,1.05E-05,209.4245588
NZ_CP019304.1,prokaryote,3.92E-05,783.5855915
NZ_CP019305.1,prokaryote,1.96E-05,392.1009543
NZ_CP019307.1,prokaryote,8.73E-06,174.664273
NZ_CP019312.1,prokaryote,3.37E-05,673.6346166
NZ_CP019322.1,prokaryote,5.05E-05,1010.513557
NZ_CP019323.1,prokaryote,0.000114672,2293.439282
NZ_CP019325.1,prokaryote,5.72E-05,1144.131109
NZ_CP019326.1,prokaryote,3.16E-05,631.2319985
NZ_CP019327.1,prokaryote,2.16E-05,431.17546
NZ_CP019338.1,prokaryote,3.61E-06,72.23236694
NZ_CP019342.1,prokaryote,0.000114968,2299.355926
NZ_CP019343.1,prokaryote,8.44E-05,1688.955447
NZ_CP019346.1,prokaryote,4.62E-06,92.44756861
NZ_CP019347.1,prokaryote,6.52E-06,130.4127034
NZ_CP019352.1,prokaryote,0.000150067,3001.341131
NZ_CP019383.1,prokaryote,1.50E-06,30.07627565
NZ_CP019388.1,prokaryote,0.000110857,2217.139222
NZ_CP019389.1,prokaryote,0.000192464,3849.27023
NZ_CP019390.1,prokaryote,8.86E-06,177.1295415
NZ_CP019391.1,prokaryote,5.36E-06,107.2391796
NZ_CP019400.1,prokaryote,9.28E-06,185.6347178
NZ_CP019401.1,prokaryote,6.03E-05,1205.886085
NZ_CP019403.1,prokaryote,4.01E-06,80.24448955
NZ_CP019404.1,prokaryote,1.61E-06,32.17175388
NZ_CP019405.1,prokaryote,5.43E-06,108.5950773
NZ_CP019406.1,prokaryote,1.71E-06,34.2672321
NZ_CP019407.1,prokaryote,3.23E-06,64.5900346
NZ_CP019408.1,prokaryote,2.36E-06,47.2098917
NZ_CP019409.1,prokaryote,7.08E-06,141.6296751
NZ_CP019410.1,prokaryote,7.33E-06,146.6834755
NZ_CP019411.1,prokaryote,4.47E-06,89.36598299
NZ_CP019412.1,prokaryote,2.26E-06,45.11441348
NZ_CP019413.1,prokaryote,1.33E-05,266.0024707
NZ_CP019414.1,prokaryote,4.85E-06,97.00831533
NZ_CP019415.1,prokaryote,1.80E-06,35.99292004
NZ_CP019416.1,prokaryote,1.05E-06,20.95478222
NZ_CP019417.1,prokaryote,4.46E-06,89.11945614
NZ_CP019418.1,prokaryote,1.06E-06,21.20130907
NZ_CP019419.1,prokaryote,0.000234694,4693.871217
NZ_CP019430.1,prokaryote,4.84E-05,968.9737824
NZ_CP019433.1,prokaryote,8.42E-05,1683.038802
NZ_CP019437.1,prokaryote,3.09E-05,617.179968
NZ_CP019442.1,prokaryote,1.53E-06,30.56932935
NZ_CP019445.1,prokaryote,6.18E-05,1236.825205
NZ_CP019449.1,prokaryote,3.32E-05,663.2804889
NZ_CP019450.1,prokaryote,4.77E-05,953.4425909
NZ_CP019457.1,prokaryote,2.30E-05,459.032994
NZ_CP019458.1,prokaryote,2.13E-05,426.8612401
NZ_CP019485.1,prokaryote,3.38E-06,67.5483568
NZ_CP019488.1,prokaryote,4.33E-06,86.53092422
NZ_CP019508.1,prokaryote,2.24E-05,447.0764418
NZ_CP019509.1,prokaryote,5.09E-05,1018.525679
NZ_CP019510.1,prokaryote,5.66E-05,1132.174557
NZ_CP019511.1,prokaryote,2.59E-05,518.6924916
NZ_CP019512.1,prokaryote,3.94E-05,787.8998114
NZ_CP019558.1,prokaryote,3.18E-06,63.6039272
NZ_CP019560.1,prokaryote,1.99E-06,39.81408621
NZ_CP019562.1,prokaryote,3.65E-05,729.8427383
NZ_CP019563.1,prokaryote,3.92E-06,78.39553818
NZ_CP019572.1,prokaryote,3.09E-05,618.7823925
NZ_CP019573.1,prokaryote,9.62E-05,1923.155954
NZ_CP019574.1,prokaryote,4.13E-06,82.58649462
NZ_CP019584.1,prokaryote,5.52E-06,110.3207652
NZ_CP019587.1,prokaryote,1.01E-06,20.21520167
NZ_CP019588.1,prokaryote,1.39E-05,277.8357595
NZ_CP019590.1,prokaryote,2.24E-06,44.74462321
NZ_CP019591.1,prokaryote,5.24E-06,104.8971745
NZ_CP019592.1,prokaryote,5.82E-06,116.360673
NZ_CP019593.1,prokaryote,4.92E-06,98.48747642
NZ_CP019594.1,prokaryote,4.77E-06,95.4058908
NZ_CP019595.1,prokaryote,1.04E-05,207.5756074
NZ_CP019596.1,prokaryote,7.76E-06,155.1886518
NZ_CP019602.1,prokaryote,2.92E-05,583.6523165
NZ_CP019605.1,prokaryote,1.62E-05,323.9362804
NZ_CP019606.1,prokaryote,2.04E-05,407.1390921
NZ_CP019607.1,prokaryote,1.93E-05,385.4447294
NZ_CP019609.1,prokaryote,8.90E-05,1779.800591
NZ_CP019614.1,prokaryote,6.59E-06,131.7686011
NZ_CP019615.1,prokaryote,7.66E-06,153.216437
NZ_CP019616.1,prokaryote,5.23E-06,104.6506477
NZ_CP019617.1,prokaryote,8.71E-06,174.2944827
NZ_CP019618.1,prokaryote,3.56E-06,71.12299612
NZ_CP019619.1,prokaryote,6.02E-06,120.428366
NZ_CP019620.1,prokaryote,4.19E-06,83.81912887
NZ_CP019621.1,prokaryote,6.56E-06,131.2755474
NZ_CP019622.1,prokaryote,5.76E-06,115.2513022
NZ_CP019623.1,prokaryote,6.22E-06,124.4960591
NZ_CP019624.1,prokaryote,6.22E-06,124.4960591
NZ_CP019625.1,prokaryote,7.11E-06,142.2459922
NZ_CP019626.1,prokaryote,9.77E-06,195.4957917
NZ_CP019628.1,prokaryote,8.26E-05,1651.976419
NZ_CP019629.1,prokaryote,6.84E-07,13.68224015
NZ_CP019630.1,prokaryote,5.65E-05,1130.695396
NZ_CP019633.1,prokaryote,7.91E-05,1582.455848
NZ_CP019636.1,prokaryote,0.000180507,3610.139186
NZ_CP019639.1,prokaryote,1.22E-05,244.4313714
NZ_CP019640.1,prokaryote,9.87E-05,1974.433539
NZ_CP019645.1,prokaryote,8.18E-05,1636.691755
NZ_CP019649.1,prokaryote,1.36E-06,27.24121688
NZ_CP019650.1,prokaryote,5.72E-05,1143.761319
NZ_CP019668.1,prokaryote,1.50E-05,299.5301223
NZ_CP019669.1,prokaryote,2.71E-06,54.23590692
NZ_CP019670.1,prokaryote,1.37E-05,273.6448031
NZ_CP019672.1,prokaryote,4.26E-06,85.29828997
NZ_CP019673.1,prokaryote,2.06E-06,41.29324731
NZ_CP019674.1,prokaryote,7.93E-06,158.5167643
NZ_CP019679.1,prokaryote,8.87E-07,17.74993317
NZ_CP019680.1,prokaryote,4.44E-07,8.874966586
NZ_CP019682.1,prokaryote,4.55E-05,910.7934459
NZ_CP019683.1,prokaryote,4.27E-05,853.35269
NZ_CP019684.1,prokaryote,4.55E-05,909.930602
NZ_CP019685.1,prokaryote,5.09E-05,1017.293045
NZ_CP019687.1,prokaryote,4.07E-05,813.1688135
NZ_CP019688.1,prokaryote,1.82E-05,364.3666837
NZ_CP019697.1,prokaryote,4.43E-05,885.4011804
NZ_CP019698.1,prokaryote,8.34E-05,1668.247191
NZ_CP019699.1,prokaryote,6.67E-05,1334.20331
NZ_CP019701.1,prokaryote,3.58E-05,716.6535518
NZ_CP019702.1,prokaryote,2.66E-05,531.2653609
NZ_CP019704.1,prokaryote,0.00018892,3778.393761
NZ_CP019705.1,prokaryote,1.93E-05,386.1843099
NZ_CP019706.1,prokaryote,5.85E-05,1170.632745
NZ_CP019721.1,prokaryote,7.31E-05,1462.890326
NZ_CP019722.1,prokaryote,7.61E-06,152.1070662
NZ_CP019724.1,prokaryote,2.51E-05,501.8054024
NZ_CP019725.1,prokaryote,7.31E-06,146.1904218
NZ_CP019728.1,prokaryote,9.41E-05,1882.725551
NZ_CP019730.1,prokaryote,1.06E-05,211.0269833
NZ_CP019732.1,prokaryote,1.00E-05,200.5495922
NZ_CP019734.1,prokaryote,1.32E-05,264.8930999
NZ_CP019743.1,prokaryote,1.36E-05,271.0562712
NZ_CP019750.1,prokaryote,1.46E-05,292.0110534
NZ_CP019767.1,prokaryote,1.75E-05,350.1913899
NZ_CP019768.1,prokaryote,1.24E-06,24.77594839
NZ_CP019769.1,prokaryote,1.14E-06,22.80373359
NZ_CP019777.1,prokaryote,3.05E-06,61.01539528
NZ_CP019778.1,prokaryote,2.42E-06,48.44252595
NZ_CP019779.1,prokaryote,2.26E-05,451.1441348
NZ_CP019780.1,prokaryote,2.83E-05,565.0395393
NZ_CP019781.1,prokaryote,6.11E-05,1221.294013
NZ_CP019786.1,prokaryote,3.07E-05,613.4820653
NZ_CP019787.1,prokaryote,3.53E-05,705.5598436
NZ_CP019788.1,prokaryote,3.53E-05,706.545951
NZ_CP019792.1,prokaryote,2.07E-05,413.6720537
NZ_CP019794.1,prokaryote,4.10E-05,820.0715653
NZ_CP019798.1,prokaryote,2.80E-05,560.4787926
NZ_CP019799.1,prokaryote,0.000106937,2138.743684
NZ_CP019839.1,prokaryote,1.50E-05,300.88602
NZ_CP019844.1,prokaryote,1.84E-05,368.5576402
NZ_CP019856.1,prokaryote,4.15E-05,829.562849
NZ_CP019865.1,prokaryote,2.26E-05,452.6232959
NZ_CP019866.1,prokaryote,1.89E-05,378.5419776
NZ_CP019867.1,prokaryote,8.65E-06,173.0618484
NZ_CP019868.1,prokaryote,8.59E-06,171.8292142
NZ_CP019870.1,prokaryote,3.64E-05,727.6239967
NZ_CP019871.1,prokaryote,4.29E-05,857.1738561
NZ_CP019875.1,prokaryote,4.14E-05,827.837161
NZ_CP019882.1,prokaryote,3.89E-05,778.5317911
NZ_CP019893.1,prokaryote,2.71E-05,542.605596
NZ_CP019894.1,prokaryote,2.26E-05,452.3767691
NZ_CP019903.1,prokaryote,2.86E-06,57.19422911
NZ_CP019913.2,prokaryote,4.24E-05,847.3127821
NZ_CP019915.1,prokaryote,5.91E-05,1181.972981
NZ_CP019916.1,prokaryote,1.75E-05,349.0820191
NZ_CP019935.1,prokaryote,7.96E-06,159.2563449
NZ_CP019936.1,prokaryote,5.12E-05,1023.086426
NZ_CP019937.1,prokaryote,2.26E-05,452.0069788
NZ_CP019944.1,prokaryote,6.82E-06,136.3293478
NZ_CP019945.1,prokaryote,4.98E-06,99.59684725
NZ_CP019946.1,prokaryote,8.02E-06,160.3657157
NZ_CP019947.1,prokaryote,3.97E-05,794.6792998
NZ_CP019948.1,prokaryote,5.17E-05,1033.31729
NZ_CP019952.1,prokaryote,2.96E-05,591.6644391
NZ_CP019957.1,prokaryote,1.97E-07,3.944429594
NZ_CP019958.1,prokaryote,2.99E-05,597.3345566
NZ_CP019959.1,prokaryote,3.94E-05,788.0230748
NZ_CP019960.1,prokaryote,2.05E-05,410.3439412
NZ_CP019962.1,prokaryote,0.000151146,3022.91223
NZ_CP019963.1,prokaryote,2.14E-05,428.4636646
NZ_CP019964.1,prokaryote,3.03E-05,606.9491038
NZ_CP019965.1,prokaryote,6.48E-06,129.6731229
NZ_CP019968.1,prokaryote,7.14E-06,142.7390459
NZ_CP019969.1,prokaryote,7.40E-06,148.0393732
NZ_CP019970.1,prokaryote,1.99E-05,397.1547547
NZ_CP019977.1,prokaryote,1.42E-05,283.5058771
NZ_CP019978.1,prokaryote,1.21E-05,242.3358932
NZ_CP019979.1,prokaryote,8.24E-06,164.803199
NZ_CP019985.1,prokaryote,9.95E-05,1990.457784
NZ_CP019986.1,prokaryote,4.76E-05,951.2238493
NZ_CP019988.1,prokaryote,8.97E-06,179.4715465
NZ_CP019992.1,prokaryote,6.89E-06,137.8085089
NZ_CP019999.1,prokaryote,7.57E-06,151.4907491
NZ_CP020000.1,prokaryote,0.00013093,2618.608197
NZ_CP020002.1,prokaryote,6.52E-05,1303.880508
NZ_CP020006.1,prokaryote,1.13E-05,225.8185943
NZ_CP020007.1,prokaryote,1.16E-05,231.2421849
NZ_CP020008.1,prokaryote,2.02E-05,404.4272968
NZ_CP020009.1,prokaryote,2.05E-05,409.3578338
NZ_CP020010.1,prokaryote,1.16E-05,232.1050289
NZ_CP020011.1,prokaryote,1.22E-05,243.5685274
NZ_CP020012.1,prokaryote,1.20E-05,240.8567321
NZ_CP020013.1,prokaryote,1.22E-05,244.308108
NZ_CP020014.1,prokaryote,1.39E-05,277.8357595
NZ_CP020015.1,prokaryote,7.54E-05,1508.374529
NZ_CP020017.1,prokaryote,6.54E-05,1308.811045
NZ_CP020019.1,prokaryote,4.83E-06,96.63852505
NZ_CP020020.1,prokaryote,6.20E-06,124.0030054
NZ_CP020025.1,prokaryote,3.41E-06,68.16467392
NZ_CP020027.1,prokaryote,5.73E-06,114.5117216
NZ_CP020028.1,prokaryote,0.000126721,2534.419278
NZ_CP020029.1,prokaryote,1.49E-05,297.8044343
NZ_CP020030.1,prokaryote,3.32E-05,664.0200695
NZ_CP020038.1,prokaryote,0.000201129,4022.578605
NZ_CP020039.1,prokaryote,2.36E-05,472.5919707
NZ_CP020045.1,prokaryote,7.38E-06,147.6695829
NZ_CP020046.1,prokaryote,2.55E-05,509.5709982
NZ_CP020048.1,prokaryote,2.84E-06,56.82443884
NZ_CP020052.1,prokaryote,2.56E-05,512.2827935
NZ_CP020053.1,prokaryote,1.30E-05,259.3462458
NZ_CP020055.1,prokaryote,1.90E-06,38.08839827
NZ_CP020058.1,prokaryote,1.82E-06,36.36271032
NZ_CP020061.1,prokaryote,4.02E-06,80.36775298
NZ_CP020067.1,prokaryote,1.38E-06,27.61100716
NZ_CP020071.1,prokaryote,9.68E-07,19.3523577
NZ_CP020076.1,prokaryote,1.66E-05,331.4553493
NZ_CP020077.1,prokaryote,1.32E-05,264.6465731
NZ_CP020082.1,prokaryote,5.81E-06,116.1141462
NZ_CP020085.1,prokaryote,4.44E-05,888.7292929
NZ_CP020092.1,prokaryote,2.79E-06,55.83833144
NZ_CP020100.1,prokaryote,4.36E-05,871.4724134
NZ_CP020102.1,prokaryote,1.19E-05,237.5286196
NZ_CP020104.1,prokaryote,0.000205455,4109.109529
NZ_CP020105.1,prokaryote,0.000139996,2799.928695
NZ_CP020106.1,prokaryote,2.80E-06,55.96159486
NZ_CP020107.1,prokaryote,9.96E-06,199.1936945
NZ_CP020108.1,prokaryote,1.57E-06,31.43217333
NZ_CP020116.1,prokaryote,1.52E-06,30.3228025
NZ_CP020121.1,prokaryote,5.93E-05,1186.163937
NZ_CP020327.1,prokaryote,4.09E-05,818.4691407
NZ_CP020330.1,prokaryote,4.65E-05,930.5155939
NZ_CP020345.1,prokaryote,1.46E-05,292.7506339
NZ_CP020350.1,prokaryote,4.29E-05,858.1599635
NZ_CP020351.1,prokaryote,3.06E-05,612.9890116
NZ_CP020352.1,prokaryote,4.28E-05,856.557539
NZ_CP020356.1,prokaryote,1.20E-06,23.91310441
NZ_CP020358.1,prokaryote,1.98E-05,395.0592765
NZ_CP020360.1,prokaryote,2.50E-05,499.3401339
NZ_CP020361.1,prokaryote,2.57E-05,514.748062
NZ_CP020362.1,prokaryote,2.63E-05,526.5813508
NZ_CP020363.1,prokaryote,2.52E-05,503.1613001
NZ_CP020364.1,prokaryote,2.60E-05,520.4181796
NZ_CP020367.1,prokaryote,2.41E-05,481.7134642
NZ_CP020368.1,prokaryote,1.60E-06,32.04849045
NZ_CP020375.1,prokaryote,5.75E-06,115.0047753
NZ_CP020381.2,prokaryote,3.51E-07,7.026015214
NZ_CP020382.1,prokaryote,5.22E-05,1044.780789
NZ_CP020384.1,prokaryote,2.52E-05,504.886988
NZ_CP020400.2,prokaryote,3.32E-05,663.7735426
NZ_CP020401.2,prokaryote,5.44E-06,108.7183407
NZ_CP020402.2,prokaryote,4.32E-06,86.40766079
NZ_CP020403.2,prokaryote,1.50E-05,299.160332
NZ_CP020405.2,prokaryote,1.52E-05,304.5839227
NZ_CP020407.2,prokaryote,9.06E-07,18.11972345
NZ_CP020408.2,prokaryote,4.96E-06,99.10379355
NZ_CP020409.2,prokaryote,0.000119109,2382.188948
NZ_CP020410.2,prokaryote,2.05E-05,410.0974143
NZ_CP020411.2,prokaryote,2.02E-05,404.5505602
NZ_CP020412.2,prokaryote,7.24E-05,1448.715032
NZ_CP020415.2,prokaryote,8.75E-06,175.0340632
NZ_CP020418.2,prokaryote,4.84E-06,96.8850519
NZ_CP020419.2,prokaryote,4.70E-06,93.92672971
NZ_CP020420.2,prokaryote,4.92E-06,98.364213
NZ_CP020421.2,prokaryote,5.37E-06,107.362443
NZ_CP020422.2,prokaryote,3.77E-06,75.43721598
NZ_CP020423.2,prokaryote,6.26E-06,125.1123762
NZ_CP020424.2,prokaryote,3.23E-05,645.7770826
NZ_CP020432.1,prokaryote,7.94E-06,158.7632912
NZ_CP020433.2,prokaryote,3.72E-05,743.401715
NZ_CP020437.2,prokaryote,0.000137235,2744.70668
NZ_CP020448.2,prokaryote,2.95E-05,589.1991706
NZ_CP020450.2,prokaryote,3.89E-05,777.2991569
NZ_CP020451.2,prokaryote,2.59E-05,518.815755
NZ_CP020452.2,prokaryote,4.75E-05,949.4981613
NZ_CP020453.1,prokaryote,4.58E-05,916.9566172
NZ_CP020454.1,prokaryote,2.94E-05,587.3502192
NZ_CP020457.1,prokaryote,4.92E-05,983.1490763
NZ_CP020459.1,prokaryote,9.01E-06,180.2111271
NZ_CP020463.1,prokaryote,2.57E-05,513.7619546
NZ_CP020464.1,prokaryote,2.15E-05,430.1893526
NZ_CP020465.1,prokaryote,0.000120496,2409.923218
NZ_CP020466.1,prokaryote,3.37E-05,673.1415629
NZ_CP020468.1,prokaryote,9.04E-06,180.7041808
NZ_CP020472.1,prokaryote,0.000140428,2808.557134
NZ_CP020474.1,prokaryote,4.47E-05,893.6598299
NZ_CP020478.1,prokaryote,6.79E-05,1357.623361
NZ_CP020492.1,prokaryote,4.34E-06,86.77745107
NZ_CP020535.1,prokaryote,1.55E-06,30.93911963
NZ_CP020536.1,prokaryote,1.63E-06,32.54154415
NZ_CP020537.1,prokaryote,1.62E-06,32.41828073
NZ_CP020538.1,prokaryote,2.30E-05,459.1562574
NZ_CP020543.1,prokaryote,1.23E-06,24.65268496
NZ_CP020554.1,prokaryote,3.07E-05,614.3449093
NZ_CP020555.1,prokaryote,2.21E-05,442.1459048
NZ_CP020557.1,prokaryote,4.87E-05,974.1508463
NZ_CP020559.1,prokaryote,0.000109822,2196.430967
NZ_CP020562.1,prokaryote,5.73E-05,1146.349851
NZ_CP020563.1,prokaryote,3.01E-05,601.4022497
NZ_CP020564.1,prokaryote,4.26E-06,85.29828997
NZ_CP020567.1,prokaryote,3.12E-05,623.5896661
NZ_CP020569.1,prokaryote,4.02E-05,804.6636372
NZ_CP020570.1,prokaryote,2.66E-05,532.3747318
NZ_CP020574.1,prokaryote,3.33E-06,66.68551282
NZ_CP020578.1,prokaryote,4.17E-06,83.32607517
NZ_CP020579.1,prokaryote,4.96E-06,99.10379355
NZ_CP020581.1,prokaryote,3.90E-06,77.90248448
NZ_CP020584.1,prokaryote,3.67E-06,73.46500119
NZ_CP020586.1,prokaryote,4.29E-06,85.79134367
NZ_CP020588.1,prokaryote,6.47E-05,1294.882278
NZ_CP020590.1,prokaryote,6.24E-06,124.7425859
NZ_CP020591.1,prokaryote,3.73E-06,74.69763544
NZ_CP020592.1,prokaryote,4.04E-06,80.73754325
NZ_CP020595.1,prokaryote,1.39E-05,278.9451303
NZ_CP020597.1,prokaryote,1.24E-05,248.6223278
NZ_CP020598.1,prokaryote,1.13E-05,225.2022771
NZ_CP020603.1,prokaryote,3.36E-06,67.17856652
NZ_CP020604.1,prokaryote,1.50E-05,299.0370686
NZ_CP020612.1,prokaryote,2.29E-05,458.4166769
NZ_CP020614.1,prokaryote,6.92E-05,1383.015626
NZ_CP020615.1,prokaryote,5.13E-05,1026.907592
NZ_CP020616.1,prokaryote,1.68E-05,335.1532521
NZ_CP020619.1,prokaryote,2.21E-06,44.25156951
NZ_CP020657.1,prokaryote,3.09E-05,617.4264949
NZ_CP020658.1,prokaryote,6.83E-06,136.5758747
NZ_CP020659.1,prokaryote,3.20E-06,64.0969809
NZ_CP020689.1,prokaryote,2.11E-06,42.15609129
NZ_CP020690.1,prokaryote,1.87E-06,37.34881772
NZ_CP020691.1,prokaryote,2.00E-06,40.06061306
NZ_CP020692.1,prokaryote,2.03E-06,40.55366676
NZ_CP020693.1,prokaryote,1.96E-06,39.19776909
NZ_CP020703.1,prokaryote,2.58E-06,51.647375
NZ_CP020704.1,prokaryote,2.66E-06,53.12653609
NZ_CP020705.1,prokaryote,9.22E-05,1843.527781
NZ_CP020710.1,prokaryote,1.89E-06,37.71860799
NZ_CP020711.1,prokaryote,1.90E-06,38.08839827
NZ_CP020712.1,prokaryote,1.73E-06,34.51375895
NZ_CP020715.1,prokaryote,1.60E-05,319.1290068
NZ_CP020722.1,prokaryote,8.33E-06,166.6521503
NZ_CP020723.1,prokaryote,4.46E-05,891.4410882
NZ_CP020731.1,prokaryote,2.29E-05,458.7864671
NZ_CP020737.1,prokaryote,2.17E-05,433.1476748
NZ_CP020738.1,prokaryote,1.45E-05,290.7784191
NZ_CP020739.1,prokaryote,2.84E-06,56.70117541
NZ_CP020741.1,prokaryote,8.92E-06,178.4854391
NZ_CP020742.1,prokaryote,4.92E-05,983.3956031
NZ_CP020743.1,prokaryote,0.0001566,3132.000361
NZ_CP020771.1,prokaryote,7.51E-05,1502.704412
NZ_CP020772.1,prokaryote,0.000143953,2879.063813
NZ_CP020773.1,prokaryote,6.92E-05,1384.124997
NZ_CP020774.1,prokaryote,4.54E-06,90.72188066
NZ_CP020776.1,prokaryote,1.32E-05,264.5233096
NZ_CP020805.1,prokaryote,1.17E-05,234.2005071
NZ_CP020809.1,prokaryote,5.22E-05,1044.534262
NZ_CP020814.1,prokaryote,0.000172526,3450.513051
NZ_CP020815.1,prokaryote,8.19E-05,1638.910496
NZ_CP020816.1,prokaryote,3.38E-06,67.5483568
NZ_CP020821.1,prokaryote,2.48E-05,495.3957043
NZ_CP020823.1,prokaryote,1.04E-06,20.70825537
NZ_CP020825.1,prokaryote,1.25E-06,25.02247524
