NCBI accession number,name of host,genus,family,order,class,phylum,domain
JOER01,Streptomyces aureofaciens,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP010054.1,Hymenobacter sp. DG25B,Hymenobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
JRFR01,Chromobacterium haemolyticum,Chromobacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
JSBM01,Burkholderia zhejiangensis,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
CDDD01,Aeromonas taiwanensis,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JRMC01,Pseudomonas simiae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BAXA01,Geomicrobium sp. JCM 19038,,,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_AP013353.1,Mycoplasma californicum HAZ160_1,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
BAYT01,Edwardsiella piscicida,Edwardsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
CDCG01,Aeromonas enteropelogenes,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JQZW01,Porphyromonas gingivicanis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
CBLX01,Asaia platycodi SF2.1,Asaia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JSZM01,Lysinibacillus sp. A1,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_LM995447.1,[Clostridium] cellulosi,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JSDP01,Aphanizomenon flos-aquae 2012/KM1/D3,Aphanizomenon,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
JPQP01,Bordetella trematum,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
JDWD01,Aeromonas dhakensis,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JPSP01,Candidatus Atelocyanobacterium thalassa isolate SIO64986,Candidatus Atelocyanobacterium,,Chroococcales,,Cyanobacteria,Bacteria
JHXG01,Prevotella brevis P6B11,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
JNJS01,Pseudobutyrivibrio sp. LB2011,Pseudobutyrivibrio,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria
ADOU02,Bradyrhizobium diazoefficiens SEMIA 5080,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP009887.1,Cellulophaga baltica NN016038,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
AZVJ01,Arthrobacter nicotinovorans 26Cvi1.1E,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
JGZS01,Bifidobacterium thermacidophilum subsp. porcinum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
CDHM01,Chryseobacterium oranimense G311,Chryseobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JRMS01,Helicobacter sp. MIT 03-1614,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
BBLT01,Sporocytophaga myxococcoides,Sporocytophaga,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
JGZV01,Bifidobacterium thermophilum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP010308.1,Borrelia miyamotoi,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
JWLZ01,Photobacterium gaetbulicola,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
JRGN01,Planococcus sp. CAU13,Planococcus,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JMTN01,Pedobacter glucosidilyticus,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria
JODI01,Streptomyces violaceoruber,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP006943.1,Mannheimia varigena USDA-ARS-USMARC-1296,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
JSCE01,Anaerovibrio lipolyticus,Anaerovibrio,Veillonellaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria
NZ_CP007457.1,Bifidobacterium pseudolongum PV8-2,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
JNCU01,Rhodococcus qingshengii,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP007588.1,Weissella ceti,Weissella,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
CDCE01,Aeromonas diversa,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BAZB01,Serratia liquefaciens FK01,Serratia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
CCDR01,Mycobacterium neoaurum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP006954.1,Bibersteinia trehalosi USDA-ARS-USMARC-188,Bibersteinia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
JNGW01,Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
JRAG01,Porphyromonas gulae,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
NZ_AP014522.1,Pseudomonas protegens Cab57,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CDGP01,Bhargavaea cecembensis,Bhargavaea,Planococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BBJS01,Sphingomonas paucimobilis NBRC 13935,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
BAYC01,Burkholderia fungorum NBRC 102489,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP009458.1,Cedecea neteri,Cedecea,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
BAWD02,Nocardia seriolae,Nocardia,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
BAWO01,Geobacillus caldoxylosilyticus NBRC 107762,Geobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP006829.1,Thalassolituus oleivorans R6-15,Thalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
JRBF01,Aeromonas media,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BBJK01,Burkholderia terrae NBRC 100964,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
CCDO01,Virgibacillus halodenitrificans,Virgibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CM003052.1,Xanthomonas translucens pv. cerealis,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
CDBC01,Haemophilus parahaemolyticus G321,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
JQFU01,Rhodovulum sp. NI22,Rhodovulum,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
JRAS01,Spirochaeta sp. JC202,Spirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_HG916852.1,Rhizobium sp. LPU83,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP009574.1,Francisella sp. FSC1006,Francisella,Francisellaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP009278.1,Sphingobacterium sp. ML3W,Sphingobacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,Bacteria
JSEC01,Sulfurospirillum sp. MES,Sulfurospirillum,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
JNOS01,Porphyromonas sp. KLE 1280,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
NZ_CP007754.1,Prochlorococcus sp. MIT 0801,Prochlorococcus,Prochlorococcaceae,Prochlorales,,Cyanobacteria,Bacteria
LK055284.1,Wolbachia,,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
AZXV01,Chloroflexus sp. Y-396-1,Chloroflexus,Chloroflexaceae,Chloroflexales,Chloroflexia,Chloroflexi,Bacteria
NZ_CP003408.1,Thermotoga sp. 2812B,Thermotoga,Thermotogaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria
NZ_CP009880.1,Pantoea sp. PSNIH1,Pantoea,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
JOVS01,Bacillus altitudinis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP007495.1,Bordetella holmesii 44057,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
CBZS01,Richelia intracellularis,Richelia,Nostocaceae,Nostocales,,Cyanobacteria,Bacteria
JTDZ01,Pseudoalteromonas flavipulchra NCIMB 2033 = ATCC BAA-314,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP004267.1,Borrelia crocidurae DOU,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
JDTU01,Bifidobacterium asteroides DSM 20089,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009290.1,Pseudomonas chlororaphis subsp. aurantiaca,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JNCV01,Streptococcus macedonicus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
BBKT01,Thermoanaerobacterium saccharolyticum,Thermoanaerobacterium,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
ASAA01,[Clostridium] clariflavum 4-2a,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CP007243.1,Leptospirillum ferriphilum YSK,Leptospirillum,Nitrospiraceae,Nitrospirales,Nitrospira,Nitrospirae,Bacteria
NZ_HG938355.1,Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141,Neorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP006720.1,Spiroplasma mirum ATCC 29335,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,Tenericutes,Bacteria
JMCI01,Vibrio navarrensis,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
ADLO01,Clostridium orbiscindens 1_3_50AFAA,Flavonifractor,,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CP008724.1,Staphylococcus xylosus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP007793.1,Azospirillum brasilense,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JTJV01,Lactobacillus curvatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP006828.1,Ornithobacterium rhinotracheale ORT-UMN 88,Ornithobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP007785.1,Burkholderia cepacia,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
CBVP01,Gordonia alkanivorans s104,Gordonia,Gordoniaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP007410.1,Pseudomonas brassicacearum,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
BAJA01,Bacteroides nordii WAL 11050 = JCM 12987,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
CCCS02,Acidithiobacillus ferrivorans,Acidithiobacillus,Acidithiobacillaceae,Acidithiobacillales,Gammaproteobacteria,Proteobacteria,Bacteria
JOVP01,Aeromonas caviae,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JSYJ01,Xanthomonas vesicatoria,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JWIS01,Eubacterium limosum,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JPOU01,Sphingobium yanoikuyae,Sphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP009652.1,Mycoplasma hominis ATCC 27545,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NZ_CP009239.1,Cellulophaga lytica,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
JOIN01,Corynebacterium variabile,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JMLA01,Methylobacter tundripaludum 21/22,Methylobacter,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria,Bacteria
JSZG01,Xanthomonas euvesicatoria,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007546.1,Enterobacter asburiae L1,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP009617.1,Vibrio coralliilyticus,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
JQIF01,[Clostridium] innocuum,Erysipelatoclostridium,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Firmicutes,Bacteria
NZ_CP009888.1,Pseudoalteromonas sp. OCN003,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JSED01,Pseudomonas coronafaciens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JNVH01,Candidatus Liberibacter solanacearum,Candidatus Liberibacter,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP009448.1,Achromobacter xylosoxidans C54,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP009274.1,Klebsiella variicola,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007122.1,Lactobacillus paracasei N1115,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP008741.1,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
NZ_CP005986.1,Acidithiobacillus caldus ATCC 51756,Acidithiobacillus,Acidithiobacillaceae,Acidithiobacillales,Gammaproteobacteria,Proteobacteria,Bacteria
JMSC01,Brucella neotomae 5K33,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP009481.1,Mycobacterium kansasii 662,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP003949.1,Rhodococcus opacus PD630,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
CCDQ01,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria
NZ_CP007627.1,Flavobacterium psychrophilum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP009117.1,Borrelia valaisiana Tom4006,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
AYKQ01,Lysinibacillus sphaericus CBAM5,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP003181.1,Granulibacter bethesdensis CGDNIH3,Granulibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
JENW01,Clostridium novyi B str. ATCC 27606,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
JAGC01,Desulfovibrio cf. magneticus IFRC170,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria
JSEL01,Rickettsia felis,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP009746.1,Bacillus weihenstephanensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP007172.1,Listeria ivanovii WSLC3009,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
BBNA01,Citrobacter rodentium NBRC 105723,Citrobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP008804.1,Moraxella catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LN681227.1,Xenorhabdus nematophila AN6/1,Xenorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
CBSX01,Xenorhabdus bovienii str. oregonense,Xenorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP006777.1,Clostridium beijerinckii ATCC 35702,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CP008985.1,Candidatus Baumannia cicadellinicola,,,,Gammaproteobacteria,Proteobacteria,Bacteria
JWPW01,Chromobacterium violaceum,Chromobacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
JTJZ01,Brevibacterium linens,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria
NZ_HG969191.1,Bartonella henselae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_LN554882.1,Chlamydophila abortus,Chlamydophila,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria
NZ_CP007744.1,Pectobacterium atrosepticum,Pectobacterium,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP008760.1,Burkholderia xenovorans LB400,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP007276.1,Chlamydia muridarum str. Nigg 2 MCR,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria
NZ_CP009751.1,Bordetella pertussis B1917,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP009761.1,Parvimonas micra,Parvimonas,Peptoniphilaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CP008920.1,Providencia stuartii,Providencia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007743.1,Brucella pinnipedialis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP008955.1,Yersinia kristensenii,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
JPPS01,Yersinia frederiksenii ATCC 33641,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007626.1,Bacillus mycoides,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP006704.1,Comamonas testosteroni TK102,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_HG969192.1,Bartonella tribocorum,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP010313.1,Bradyrhizobium japonicum,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_HG917972.1,Mycobacterium marinum E11,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP007067.1,Rhizobium leguminosarum bv. trifolii CB782,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP003679.1,Treponema pallidum subsp. pallidum str. Sea 81-4,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_CP008820.1,Ochrobactrum anthropi,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP007443.1,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP007473.1,Ehrlichia chaffeensis str. Heartland,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP007436.1,Bacillus pumilus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP007062.1,Fusobacterium nucleatum subsp. animalis 7_1,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteria,Bacteria
NZ_CP007014.1,Pseudomonas syringae CC1557,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_HG813242.1,Staphylococcus epidermidis PM221,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP007225.1,Agrobacterium tumefaciens LBA4213 (Ach5),Agrobacterium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
JFCI01,Corynebacterium jeikeium,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP007475.1,Ehrlichia chaffeensis str. Jax,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP006999.1,Campylobacter fetus subsp. venerealis cfvi03/293,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP009212.1,Borrelia afzelii Tom3107,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_CP004089.1,Burkholderia thailandensis H0587,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_AP014584.1,Ureaplasma parvum serovar 3,Ureaplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
NZ_CP007629.1,Brucella canis,Brucella,Brucellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP007569.1,Bradyrhizobium japonicum SEMIA 5079,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP007564.1,Borrelia garinii SZ,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_CP009158.1,Haemophilus parasuis,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_AP014582.1,Bordetella bronchiseptica,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP009608.1,Chlamydia muridarum,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae,Bacteria
NZ_CP000574.1,Leuconostoc mesenteroides KFRI-MG,Leuconostoc,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP009125.1,Pectobacterium atrosepticum,Pectobacterium,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP006692.1,Salmonella bongori serovar 48:z41:-- str. RKS3044,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
AZZV01,Bartonella quintana BQ2-D70,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_HG965802.1,Bartonella henselae,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
JQOC01,Photorhabdus luminescens,Photorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
JFOJ01,Staphylococcus haemolyticus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP004887.1,Klebsiella oxytoca HKOPL1,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007646.1,Lactobacillus salivarius,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP004373.1,Gluconobacter oxydans DSM 3504,Gluconobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
CBSY01,Xenorhabdus bovienii str. kraussei Quebec,Xenorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP007669.1,Moraxella catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP009575.1,Listeria ivanovii subsp. londoniensis,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP006711.1,Bifidobacterium breve 12L,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria
JSEM01,Rickettsia felis str. LSU,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP007441.1,Pseudomonas stutzeri,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
JENV01,Clostridium novyi B str. NCTC 9691,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CP003182.1,Granulibacter bethesdensis CGDNIH4,Granulibacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP007206.1,Flavobacterium psychrophilum FPG101,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
